Site Name,Easement Holder Name,State,Access,Easement Purpose,Easement Holder Type,Year Established
NJCF #611,New Jersey Conservation Foundation,NJ,OA,OTH,NGO,1978
NJCF #611,New Jersey Conservation Foundation,NJ,OA,OTH,NGO,1978
NJCF #611,New Jersey Conservation Foundation,NJ,OA,OTH,NGO,1978
NJCF #076,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1988
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #116,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #526,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1998
NJCF #061,New Jersey Conservation Foundation,NJ,OA,OTH,NGO,1984
NJCF #526,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1998
NJCF #061,New Jersey Conservation Foundation,NJ,OA,OTH,NGO,1984
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #085,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1983
NJCF #064,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1975
NJCF #064,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1975
NJCF #064,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1975
NJCF #064,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1975
NJCF #506,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1998
NJCF #089 / 506,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1989
NJCF #506,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1998
NJCF #089 / 506,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1989
NJCF #703,New Jersey Conservation Foundation,NJ,XA,FARM,NGO,2009
NJCF #703,New Jersey Conservation Foundation,NJ,XA,FARM,NGO,2009
NJCF #004,New Jersey Conservation Foundation,NJ,XA,ENV,NGO,1988
NJCF #298,New Jersey Conservation Foundation,NJ,OA,ENV,NGO,1998
Hidden Springs/Spring Creek,Tennessee Parks and Greenways Foundation,TN,XA,FOR,NGO,2013
Big East Fork Conservation Easement,Tennessee Parks and Greenways Foundation,TN,XA,FOR,NGO,2013
Sandhill Riparian/Wetland Conservation,Private Landowner,NE,RA,OTH,UNK,2008
Niobrara National Scenic River Conservation Easement Project 2006,Private Landowner,NE,RA,FOR,UNK,2009
The Southeastern Nebraska County-by-County Prairie Project 3,Private Landowner,NE,OA,OTH,UNK,2001
Niobrara Scenic River Resource Protection Project,Private Landowner,NE,RA,SCE,UNK,2003
Rainwater Basin Conservation Easement Initiative 3,Private Landowner,NE,RA,ENV,UNK,2008
Mae Carey Estate Working Landscape Easement 2,Upper Big Blue Natural Resources District,NE,OA,ENV,Regional Agency,2012
Price  Ranch Conservation Easement,Private Landowner,NE,RA,OTH,UNK,2012
Wilderness South Project 4,Private Landowner,NE,OA,ENV,UNK,2004
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2005
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2005
Institute Woods Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1997
Institute Woods Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1997
Institute Woods Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1997
Institute Woods Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1997
Institute Woods Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1997
Coventry Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2001
Rosedale Lane Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Shipetaukin Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2003
Shipetaukin Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1991
Shipetaukin Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1990
Transco Stony Brook Preserve,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1991
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2004
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2004
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2000
Cedar Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1999
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2003
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1997
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1993
Neshanic River Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Wertsville Corner Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2001
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1998
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2003
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2004
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2001
Omega Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
The Kate Gorrie Trail Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1998
The Kate Gorrie Trail Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1998
Cedar Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2005
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2007
Plum Brook Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2009
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,OA,FARM,NGO,2001
Rosedale Lane Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Rosedale Lane Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
Washington's Table Rock Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,JNT,1999
Washington's Table Rock Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,JNT,1999
Washington's Table Rock Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,JNT,1999
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Meadow Gate Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1998
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2003
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2003
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Amwell Valley Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2004
Coventry Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2001
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2002
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2003
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2003
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2003
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2003
Baldwin Lake Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2003
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2005
The Kate Gorrie Trail Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2000
Plum Brook Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2011
Plum Brook Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2011
Little Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,FARM,NGO,2000
Little Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2000
Little Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Little Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Little Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Woodsville Preserve,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2006
Plum Brook Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2009
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Fiddler's Creek Farm Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2003
Fiddler's Creek Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2003
Fiddler's Creek Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2003
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Sourland Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1999
Northern Stony Brook,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2001
Wickecheoke Creek Preserve,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2004
Wickecheoke Creek Preserve,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Wickecheoke Creek Preserve,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Pear Tree Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
Rock Road East Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Rock Road East Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Rock Road East Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Rock Road East Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2000
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2000
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2000
Sourland Foothills Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Neshanic River Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2004
Cedar Ridge Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2005
Transco Stony Brook Preserve,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1991
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1997
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1997
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1997
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1997
Pleasant Valley Farm Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1997
Shipetaukin Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1990
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1998
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,1993
D&R Canal Grasslands Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,1993
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2007
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2009
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2009
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2010
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2010
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2002
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Wickecheoke Creek Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2002
Highland Park Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2000
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,UK,FARM,NGO,2012
D&R Greenway Land Trust Easement,D&R Greenway Land Trust,NJ,UK,FARM,NGO,2012
Historic Lawrence Conservation Easement,D&R Greenway Land Trust,NJ,OA,OTH,NGO,2000
Historic Lawrence Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Historic Lawrence Conservation Easement,D&R Greenway Land Trust,NJ,XA,FARM,NGO,2000
Historic Lawrence Conservation Easement,D&R Greenway Land Trust,NJ,XA,OTH,NGO,2000
Lantz Farm & Nature Preserve,West Virginia Division of Natural Resources,WV,OA,FARM,STAT,1999
"Berkeley County, WV 2",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2007
"Berkeley County, WV 3",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2005
"Berkeley County, WV 5",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Berkeley County, WV 12",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Berkeley County, WV 15",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2004
"Berkeley County, WV 17",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2006
"Berkeley County, WV 19",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Berkeley County, WV 20",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Berkeley County, WV 21",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2006
"Berkeley County, WV 22",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2006
"Berkeley County, WV 26",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2005
"Berkeley County, WV 29",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Berkeley County, WV 30",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Berkeley County, WV 31",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2005
"Berkeley County, WV 34",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2005
"Berkeley County, WV 37",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2004
"Berkeley County, WV 38",Berkeley County Farmland Protection Board,WV,XA,FARM,LOC,2008
"Berkeley County, WV 41",Land Trust of the Eastern Panhandle,WV,XA,FARM,NGO,1997
"Fayette County, WV 1",Fayette County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Fayette County, WV 3",Fayette County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Fayette County, WV 4",Fayette County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Grant County, WV 1",Grant County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Grant County, WV 3",Grant County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Grant County, WV 4",Grant County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Greenbrier County, WV 2",Greenbrier County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Greenbrier County, WV 3",Greenbrier County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Greenbrier County, WV 4",Greenbrier County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Greenbrier County, WV 5",Greenbrier County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Greenbrier County, WV 6",Greenbrier County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Hampshire County, WV 5",Hampshire County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Hampshire County, WV 7",Hampshire County Farmland Protection Board,WV,XA,FARM,LOC,2012
"Hampshire County, WV 8",Hampshire County Farmland Protection Board,WV,XA,FARM,LOC,2007
"Jefferson County, WV 12",Jefferson County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Mineral County, WV 1",Mineral County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Mineral County, WV 2",Mineral County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Mineral County, WV 3",Mineral County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Monroe County, WV 1",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Monroe County, WV 2",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Monroe County, WV 4",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Monroe County, WV 5",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Monroe County, WV 9",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2005
"Monroe County, WV 11",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Monroe County, WV 12",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2008
"Morgan County, WV 2",Land Trust of the Eastern Panhandle,WV,XA,FARM,NGO,2010
"Pocahontas County, WV 4",Pocahontas County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Pocahontas County, WV 5",Pocahontas County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Pocahontas County, WV 6",Pocahontas County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Pocahontas County, WV 7",Pocahontas County Farmland Protection Board,WV,XA,FARM,LOC,2009
"Pocahontas County, WV 8",Pocahontas County Farmland Protection Board,WV,XA,FARM,LOC,2010
"Pocahontas County, WV 9",West Virginia Agricultural Land Protection Authority,WV,XA,FARM,STAT,2009
"Preston County, WV 1",Preston County Farmland Protection Board,WV,XA,FARM,LOC,2011
"Pendleton County, WV 1",West Virginia Outdoor Heritage Fund,WV,XA,ENV,STAT,2012
"Monroe County, WV 3",Monroe County Farmland Protection Board,WV,XA,FARM,LOC,2009
